names,dates,latitude,longitude,categorical,quant1,quant2,quant3
b'Azucena',1454170964.22,55.4594747363,-164.265863775,Category04,2.0990837842,-7.40252734798,9675.97013202
b'Daniel',1471325966.29,52.8538807135,76.4002322955,Category03,3.44312300093,-24.7271316064,5103.25854886
b'Jahari',1451814885.56,39.0104515312,165.652157477,Category07,3.33001744579,28.7497313686,9026.45713112
b'Shaquandra',1457706104.73,-15.3744652937,2.24779617323,Category03,2.39248876464,5.1258884659,2848.63427704
b'Mariaeduarda',1455416089.3,-0.95109911168,-71.2729394945,Category02,1.36032391583,14.1972094317,8241.43128115
b'Emyah',1461991874.2,27.0120962967,99.7220093722,Category08,2.09019705644,9.91460401034,75.9778956964
b'Herbie',1473969329.11,-55.989044165,-64.8006623181,Category05,0.938350190221,4.30361656403,9755.68892492
b'Sander',1475664091.55,-37.5344407922,-102.398155378,Category03,1.84753172561,10.361403656,9744.61822731
b'Aderyn',1452840439.2,-32.8575253979,-151.037387557,Category07,1.90045280573,11.1743884904,5328.39957065
b'Kennard',1461032531.57,-19.2961315786,171.362359584,Category00,2.66180097819,-4.99343783524,1686.58896692
b'Cleman',1459804076.71,-24.0423251842,66.7174132866,Category01,3.09777820986,10.3699115391,4482.50317576
b'Praylee',1474551418.7,49.3449654159,-39.1666932372,Category06,0.730706143059,-15.0326677576,7783.19061286
b'Kahtai',1480388935.46,41.0292614542,-10.7836824346,Category09,1.96598389813,-11.3313462297,8456.71998639
b'Diyan',1465761690.63,-3.07018257167,47.3056865459,Category06,1.06170776265,-11.5350320479,4888.66296539
b'Annicia',1452486923.45,-55.1639937914,-37.4764737449,Category06,3.39314588431,19.0979148536,858.905881738
b'Maebell',1464626083.86,70.7952756009,58.8896430165,Category01,2.27004322266,-19.2942507,4458.89857652
b'Hodge',1461536010.44,25.9483800021,-117.941158765,Category08,0.669614798639,-3.68921228808,1775.20364129
b'Ambrosha',1466685330.09,-37.3805053407,166.098070006,Category04,2.25361491031,-28.2675448111,551.566685013
b'Alveda',1482827480.15,-60.0882537284,-102.83528122,Category05,0.0342243962942,20.0606465677,5804.96562754
b'Seraya',1473338247.73,-18.8874791261,54.46220396,Category04,0.684847021502,-8.28272885993,8679.09739414
b'Tavontae',1470300912.37,3.00659701505,-68.5951852435,Category04,1.41823679709,12.2525422864,2298.4242305
b'Denicka',1467190579.88,-45.3727520934,41.6212815518,Category08,0.776981558654,-20.9324060903,2219.04333749
b'Mihir',1475607619.11,9.78818419499,-93.9345135785,Category09,1.74719823322,-0.859527336752,6373.89000073
b'Kortny',1455177438.04,63.492373218,109.826674735,Category05,1.85487141023,-16.5757590983,392.269922413
b'Darelys',1482453422.36,74.860481146,157.842087909,Category07,2.46874270942,-8.12532873278,4126.53694051
b'Effy',1482984695.89,-51.6055490036,-125.25004982,Category04,0.999290043493,11.9297129558,4074.14222386
b'Shamika',1475435823.04,42.3632210027,4.9260758662,Category05,1.42741748949,8.93814696044,9517.1142815
b'Alenis',1476272550.24,-58.1147891465,138.812074373,Category05,2.38300977915,-13.2758797911,3156.90651061
b'Zachry',1474941856.87,47.2001538511,174.255655982,Category01,2.94136893025,-10.6121504932,159.429637739
b'Vyan',1453445171.28,-26.9906449123,26.2057221893,Category02,0.132948286597,0.432830401111,9841.39424678
b'Destiney',1471904555.47,-58.0904760814,-68.4635236458,Category07,1.05838206874,-23.283854814,6052.27186689
b'Nikila',1474512569.79,-78.7677419629,17.1730772857,Category07,1.27446702062,-8.58616649044,8431.10061021
b'Bobi',1479462750.25,21.8515753497,-69.0597571565,Category07,1.79522626284,-1.29275680267,8877.7033989
b'Faithann',1482352982.91,-1.34545182121,111.872580814,Category04,2.20038516573,1.34063025512,4286.33363888
b'Demoni',1472069075.07,-31.3916107164,-92.0571669449,Category08,1.01177836415,9.86818083684,4870.30793978
b'Laticia',1465775071.25,55.0755300343,-67.9287872475,Category07,1.30580308023,27.6292691802,7743.39083208
b'Shelvey',1465210241.24,-64.2825643862,159.760586128,Category01,3.0931540898,-26.4889919191,7802.55936857
b'Tawyna',1465204370.13,58.1792665456,-112.001807475,Category03,1.84748208316,21.2654129397,918.521116593
b'Karaann',1477482711.22,-37.3582508652,-11.8765627613,Category06,1.88738832223,29.3570250001,4640.93784419
b'Sarii',1459611736.19,-44.6029829134,78.4298779425,Category08,0.362448109042,21.0884470027,4133.86393949
b'Naydeli',1462430108.67,-81.145105069,158.878921212,Category07,0.802051543956,4.53535710348,677.385965573
b'Nashell',1455100098.77,-41.6278080077,-155.649429241,Category00,0.341798024282,6.9488507872,4345.22815968
b'Judaline',1452824501.06,-36.5425582957,-77.2905918713,Category01,1.97098990806,3.39196819974,3370.92610475
b'Sindey',1479895431.54,-60.4802533633,-140.086978839,Category04,2.91067632934,15.378130061,4207.35045709
b'Wessie',1474293757.24,29.0084869425,-161.908633218,Category06,0.0143331416082,-28.4998472373,8790.17745748
b'Kechelle',1451612355.51,-18.8770954468,43.6468290911,Category07,0.910073819772,26.4233566634,8937.23698898
b'Niti',1478589283.61,-3.84510392842,-77.5665018313,Category08,1.66687116024,-23.0209541167,3872.15215085
b'Suraj',1453235969.79,29.9586741812,-131.020680142,Category06,2.50391603295,11.1868746181,9174.82399312
b'Amrom',1456664035.69,-8.10248597679,-143.154528453,Category01,0.850589399814,-19.2071843066,690.970728481
b'Zikomo',1457881743.86,45.019625019,-84.7721169602,Category09,1.47055290054,15.6528449033,5574.97608422
b'Adrie',1473122150.74,56.6828296293,-82.3933342885,Category02,0.0647274789364,-5.73088785942,3251.19049586
b'Mckennah',1482876270.75,-72.3882423101,169.164443714,Category05,0.256206346813,18.0405769017,9676.41957071
b'Shawnea',1468070372.4,-3.70412111709,4.16200234089,Category07,0.831934168826,-13.1042272041,6766.99469563
b'Arney',1468612356.83,80.4226393507,87.1237156492,Category02,2.62399022264,24.7578848068,8162.84160322
b'Johntay',1455721377.7,9.2193470549,84.9140771499,Category07,0.0880169776208,22.2253816442,8946.11987794
b'Kayto',1468476884.02,42.2555619122,-164.411033631,Category02,1.02598044265,-11.2969913041,8149.86687011
b'Joelee',1479646510.79,55.6130225449,32.145011024,Category06,1.81241820444,-10.5969573848,9688.36683772
b'Aravind',1467917285.52,56.1046890487,-132.14090312,Category05,3.29930102752,-14.1394982659,7404.4794785
b'Jekari',1482213528.56,66.7472573876,-84.762192318,Category09,2.66511702412,-16.7260434823,9979.29819802
b'Trany',1470752065.64,0.540195842483,22.2212810287,Category01,2.22128486352,-0.0564820570543,9556.01212627
b'Katrice',1481848971.24,65.7457971072,-143.612273358,Category00,2.68762646156,29.6457064906,1351.19197303
b'Heathyr',1464205496.29,81.0855649298,13.1562946663,Category03,1.73415167275,24.3631071164,5171.27766794
b'Deniyah',1453723804.52,12.6342577309,107.32918998,Category01,0.442129214176,19.7150139659,9441.85160396
b'Aaliyaha',1468911366.28,-69.3990143287,159.165073502,Category00,0.778717844892,-5.86964534959,1260.54183681
b'Arisela',1476545275.63,30.7561225341,8.35830883876,Category08,0.0145424650847,8.52703232696,8936.39471524
b'Tuba',1472975805.82,-42.6757093833,-168.579038699,Category01,0.583273118126,25.4673071997,5886.41990902
b'Taniesha',1470687165.8,83.7703840506,166.357677938,Category05,1.947918044,-5.26562145097,9925.25340161
b'Urmi',1470964135.28,-45.7577732962,94.5804982215,Category03,1.52137022149,11.5319112449,7356.922672
b'Destynee',1455840772.47,20.6754372503,-51.9340368689,Category05,0.338914110806,6.15739913023,3105.57643665
b'Tanvee',1462382365.85,-58.5382427251,-16.1732237756,Category09,1.58893544193,7.31843419433,2900.19491216
b'Anudeep',1451653815.6,-16.2417243089,-76.5517414144,Category09,0.787881367334,11.359877847,4333.8811219
b'Juelle',1481307240.01,-14.1573663497,98.7797137274,Category01,0.957370884774,10.3107791335,7937.07541898
b'Khamir',1479024901.42,0.690269875218,-122.524689176,Category02,2.93768574537,-24.1851162574,2253.42553328
b'Davindra',1468456295.59,-69.8209146407,-144.447799458,Category07,3.17075075013,-9.63386306768,4801.07617829
b'Kaimarie',1459740183.16,-44.7741655384,7.22758548732,Category05,0.902790481344,17.3073941153,3766.41101249
b'Kardale',1460831942.87,-88.4682464085,104.074649739,Category03,3.19557535744,-13.5455145073,6401.73595725
b'Daizon',1469288501.5,80.1121121997,114.832417762,Category00,3.187199721,-20.2569810843,1656.31558132
b'Fanita',1457854042.57,-20.5783433962,-143.14766687,Category08,2.68319122419,4.44701374373,6474.46615931
b'Jurell',1468913560.83,-62.8702045811,170.535898135,Category04,0.0844362182839,-23.781421923,5447.57268851
b'Dahianna',1461713157.44,58.7381018358,31.6352837109,Category05,2.2408825818,-13.3979284464,5760.30078994
b'Cleman',1466665492.1,10.8279044435,-164.464710331,Category03,3.44404401275,-17.4921043426,6541.32565728
b'Kemarrion',1465820163.9,-35.5214357198,113.291869169,Category08,0.0360208497486,-9.85813244149,1329.30767245
b'Leanora',1464147400.71,82.9314533478,-87.1776131481,Category03,0.00881789364426,6.82909666904,1186.51049964
b'Subin',1455106057.5,-71.061111337,150.841547294,Category07,2.90252442635,1.11090911106,1071.05762712
b'Florene',1453620126.02,17.3029600728,20.277015407,Category02,1.31745634724,-13.6668068976,8852.22305905
b'Aurelie',1466878655.12,87.5173847515,-2.6175898436,Category01,0.958361974056,14.7599728779,6671.80691309
b'Lafran',1467768831.99,-71.1750702911,20.8795412839,Category01,2.05599464376,22.6770909242,2593.59034373
b'Waldena',1470046425.78,87.5893608494,-11.7636341192,Category08,0.124452306672,-28.892226207,2886.41954207
b'Alyda',1480886950.89,-89.6812784786,171.4746458,Category08,1.32125969606,-15.6201891734,8934.28883587
b'Jenesi',1459213927.4,31.3627929861,115.794776655,Category00,2.75122980244,-3.85518476982,1953.35933291
b'Marshe',1456621644.28,37.3328432629,-77.7750028485,Category03,0.836574307861,26.5785731775,6488.18462664
b'Ponda',1463260860.63,36.1045027003,100.641387635,Category01,3.12770683426,-6.81918342243,37.2364209835
b'Alesander',1471427029.71,41.8758171548,-17.693552794,Category03,0.0923920769883,10.7013915939,8515.46731945
b'Deshaune',1474684058.51,34.5326363766,128.647573639,Category03,3.30180464054,-4.81754827507,1827.14794632
b'Nyzae',1464794196.46,-48.6887571344,25.2373063079,Category03,2.50951639593,26.761463367,7401.78112763
b'Schon',1457477305.24,-20.1701218188,-176.600094305,Category02,3.04442017568,29.2580828874,861.07112255
b'Perrie',1456203461.41,-30.2096001719,-53.8990332587,Category00,0.452994537762,6.15735876527,1945.42939716
b'Jemel',1455057252.66,-41.3075717341,100.816740635,Category04,1.54946808257,11.3132641748,5200.89262623
b'Aslyn',1462647412.51,-48.826932385,84.195540323,Category06,0.828848934559,11.01566663,6237.92884136
b'Gwynetta',1476145115.0,18.3812794235,67.1731081419,Category01,2.37699986584,-19.412793635,638.841228231
b'Dasheika',1481353219.68,-70.4238375472,143.64969459,Category00,1.74899698786,-1.86611075479,4053.58776846
b'Gianne',1467334430.22,89.1199916521,-103.779057329,Category01,3.22388238573,27.2818416643,1709.54089426
b'Lin',1479210932.24,-86.5518270235,-145.951961575,Category03,0.0869186899436,16.9095697008,8054.48667291
b'Hardwick',1467573037.93,72.5338717334,153.044244121,Category04,2.69695271316,13.408096874,9218.61711163
b'Yonna',1466638804.18,-47.7323947258,75.658909683,Category02,1.39395667254,-13.5026985099,6295.4937375
b'Adhya',1456272336.76,17.7042848663,-161.052853943,Category00,1.40041261126,8.60782192748,6264.06305671
b'Vona',1453614498.67,-3.89324735109,-7.30243645957,Category05,1.0892217055,22.2103355571,603.498745408
b'Jevonte',1458316545.18,26.4049690619,-71.7010089428,Category08,1.41934038856,-6.1650598961,2152.63057928
b'Shalva',1483043143.09,56.9113131735,-175.66652283,Category09,3.22718100954,-18.2432293996,8504.14917786
b'Vonette',1452727320.84,65.2114375926,-55.0329230225,Category05,1.52305660152,-17.6017875212,9097.93526568
b'Gerald',1478242961.27,-69.2930893049,43.8433149364,Category01,0.766202067796,27.5925987345,5798.28295727
b'Azyon',1461342103.23,-72.9680620901,143.976169964,Category00,0.275488241711,28.2613760644,2058.81964045
b'Sheree',1462104975.83,-84.8703044439,-124.95797682,Category01,1.73824680709,-17.0617387393,9275.13939581
b'Dearra',1452314417.92,-12.4844007109,-178.276917956,Category03,3.24358731102,-27.6299641876,1878.10714056
b'Bonham',1463596188.12,-2.21991675646,21.141765184,Category05,1.01388209099,27.1530651463,8316.99640825
b'Emilynn',1476803861.24,32.870925911,-92.3672570022,Category00,0.687446439311,-6.45228914488,475.714446132
b'Susel',1481181109.86,-21.6635289829,27.9441299091,Category04,3.05549287141,12.9921297746,5288.6782514
b'Osualdo',1473397125.0,47.2173646213,61.9859844524,Category04,1.74455206436,17.9619315362,9982.71572438
b'Gamya',1456982398.35,-3.44147769481,-92.3906101534,Category04,1.83284303499,-13.1491209654,7348.11457629
b'Cotis',1483111333.9,41.9790512733,105.894744515,Category08,0.147561136779,-24.5922969923,517.923353649
b'Damyiah',1471535769.82,-48.6725389973,143.078721827,Category01,3.03600311825,-7.9175445669,7446.98737183
b'Adreinne',1460323788.87,18.1627087679,-172.887825534,Category04,0.554578044415,12.0808000884,8446.30716531
b'Malcum',1455217355.91,6.28840698311,74.7917653291,Category03,2.39204005108,-25.1854985688,8355.35615087
b'Dellanie',1465161170.71,76.8823330477,19.8341794951,Category04,2.39832707349,-27.9555569704,3569.82610832
b'Karmari',1460350126.39,-22.960548064,-71.6121933667,Category04,1.32827171479,-8.72635425163,6010.26834677
b'Esnaider',1456843394.9,-83.7676079161,-5.6383120352,Category05,1.77534151781,-0.185132454017,4825.86381589
b'Maudestine',1458757672.38,-20.9910289186,22.6728242768,Category00,0.390367440831,-25.2030390333,3077.76542185
b'Jaycii',1469419107.8,-32.7682143439,-119.626405287,Category04,3.1499327014,8.0876316771,6599.84317421
b'Korra',1455596839.98,-84.9512115943,62.8691196204,Category09,3.32907539963,1.21044884858,9200.90198618
b'Wilian',1459381658.44,-15.0723836422,141.389690828,Category02,1.74158468025,-20.3350508851,3690.96278115
b'Raphiel',1461790039.58,-1.4803209612,70.2610979249,Category00,2.06375096891,12.8359313761,5890.94216455
b'Druzella',1457500546.2,45.2935117387,92.444684559,Category04,1.82465345462,7.31280692403,9590.66539579
b'Eoghan',1461081920.94,-78.1339293728,54.5366209294,Category02,2.69844887629,21.621770217,8198.64762932
b'Daylen',1471071166.07,46.9509260506,107.220862348,Category08,3.20886213767,12.7106458963,8522.82283063
b'Kyela',1475105698.57,6.29440286145,53.3220842521,Category07,1.47715552528,4.67821383987,9979.56064071
b'Tamura',1465168892.4,45.4683130562,74.4182492567,Category02,0.0474736093094,3.67406622402,6007.55932322
b'Greyton',1460300467.5,-57.4099165844,-175.758393625,Category04,0.221914050408,23.4422507052,5691.06321124
b'Nekeya',1456915877.37,0.914059334295,138.931848506,Category02,2.97722644493,-2.95506023564,2268.74744746
b'Makynzee',1480847849.98,-0.995693667241,-117.883190895,Category04,1.19493077751,-23.9902441813,7256.95886798
b'Robynn',1455638778.83,-39.2891781159,79.5072583835,Category04,2.86930737162,-15.6868676358,6501.54472891
b'Jaquaisha',1473474797.18,73.6219364834,32.6582511506,Category07,3.26462301624,18.3326467158,9329.5376934
b'Tomes',1477253973.21,34.0665771115,25.3511325423,Category03,2.34861304533,-17.5642065493,3138.22081544
b'Miamor',1463758086.99,57.847486391,167.103054452,Category00,2.64917480161,29.6615773869,1341.39425017
b'Herminio',1451940947.94,-80.4839300157,-94.6722948721,Category01,2.73420148387,-19.169580083,6147.35579444
b'Chitina',1474952675.35,-12.2653693319,-27.6394388837,Category01,1.0736534051,7.4355067509,399.272681921
b'Jadenn',1460643998.17,-52.5491919255,95.4977085794,Category02,3.13199975011,9.00089236754,4534.38766162
b'Jasimen',1474312211.78,77.7176179029,169.368539724,Category04,1.84593330815,10.844944032,8548.36810156
b'Sherrel',1452043942.24,-16.2475565123,-142.588235079,Category08,1.15353624712,0.873160480144,854.089968046
b'Keyonne',1468786156.27,46.0410956129,81.4766888046,Category09,2.03899713948,15.3146309301,7412.98258498
b'Sartaj',1454784797.68,-48.3535288682,-47.2630811126,Category07,2.33828052103,-8.61340761235,8203.27482171
b'Alexxa',1473688862.78,-88.8452531567,43.7475061553,Category06,3.23940252937,5.13166899984,5872.87098857
b'Ferril',1475301417.78,-50.9247171888,18.3504505565,Category04,1.1018925088,-20.1780586573,5428.23575624
b'Anges',1475170070.24,4.42363188847,161.281922842,Category07,2.48815374329,-20.7996384052,4758.42462532
b'Darnley',1458757129.09,-61.1552237226,8.94981401015,Category02,0.648817818168,12.3431350034,5092.86619678
b'Mudassir',1467013293.3,-15.418446189,-167.440289809,Category03,0.439140896892,5.05776303312,2540.30690821
b'Kenwood',1460079373.09,-77.0440208702,-147.974617009,Category05,0.699590148234,21.3112001247,1017.14360229
b'Tieraney',1471580128.64,-44.6522675363,38.6197008855,Category06,0.928039897708,-15.3153496336,9999.01955124
b'Evyan',1460576042.5,-26.5007226923,-26.2155240127,Category03,3.46201027268,24.9187351175,9791.17387324
b'Eulices',1451689381.85,-77.7435681286,-6.9809694348,Category05,0.694832796546,10.6111939425,6730.96780107
b'Francita',1457345963.85,-10.8209089073,-83.8921852271,Category04,0.772345726326,-24.7760224709,4717.36338741
b'Demetris',1455679976.84,-40.3181105299,103.179530246,Category04,3.28037532403,-7.58240731892,925.50998331
b'Jermail',1456337906.0,-70.4654102727,-163.903265235,Category00,2.8311807632,14.2381155379,565.217899055
b'Stjulian',1469217929.4,27.4808327279,-122.982950146,Category06,0.107532665441,3.92387652513,8898.72795028
b'Camy',1479798206.36,-16.8953392841,19.0557788306,Category00,2.23801818325,15.121151003,1113.47371094
b'Sheiva',1461604763.85,-52.7601585571,107.405012088,Category09,2.36026445712,-12.0160499178,1495.0560769
b'Veniece',1468882720.91,5.79499533257,-103.807117813,Category00,0.633198474263,22.6370036179,709.439702811
b'Brianne',1475130056.55,-79.445339086,-111.439543,Category02,0.661487854376,20.1005702181,8488.02471403
b'Makil',1458921154.37,-66.1601043351,-150.481073557,Category07,1.48980276517,11.2673578191,5660.17668879
b'Meritxell',1462830238.95,74.9713087645,132.622065136,Category02,2.4743077335,9.70828639438,1297.35005976
b'Hubie',1463504903.06,82.6067773046,-2.73034279382,Category03,1.09674563636,14.1809730693,5979.15699955
b'Chelyn',1466091318.82,35.6632076196,-37.8282841701,Category05,1.50332462162,-28.6683355073,995.169318945
b'Laneya',1467578557.14,-57.9395441356,43.0931154053,Category05,2.87542642734,-1.32286686486,1493.96951415
b'Dnijah',1469329488.77,15.4192753782,-140.369321444,Category02,1.11616870407,-17.1102725241,7170.81679729
b'Amerion',1464770298.08,34.4158781843,-22.0171092607,Category03,2.06622028856,6.97284042748,5810.89152427
b'Lachlan',1461950866.52,-43.5610375539,140.54214138,Category08,0.0506451823756,11.345629363,4388.72027202
b'Robi',1457290061.29,48.9068206335,-118.272476751,Category00,1.04639990283,16.1339823028,3243.46736503
b'Anatoli',1475340083.0,-2.11860059678,35.2915910366,Category09,1.9517478208,10.1237058226,7257.08087761
b'Civona',1461836307.5,12.6538866048,-94.4842680137,Category01,1.850169448,-17.8804595374,7561.30347432
b'Eriny',1466559448.45,31.1858228384,31.2766009595,Category05,2.47833644665,20.8056491793,8136.03799781
